id,loss
151598,23
151599,7
151600,6
151601,18
151602,31
151603,10
151604,19
151605,6
151606,28
151607,3
151608,4
151609,11
151610,15
151611,24
151612,18
151613,6
151614,5
151615,11
151616,6
151617,15
151618,47
151619,7
151620,22
151621,17
151622,18
151623,10
151624,29
151625,16
151626,29
151627,39
151628,13
151629,28
151630,7
151631,19
151632,6
151633,27
151634,18
151635,38
151636,14
151637,25
151638,15
151639,48
151640,21
151641,20
151642,25
151643,20
151644,13
151645,11
151646,13
151647,18
151648,10
151649,31
151650,33
151651,16
151652,24
151653,33
151654,41
151655,5
151656,20
151657,6
151658,31
151659,17
151660,33
151661,30
151662,33
151663,41
151664,6
151665,19
151666,2
151667,10
151668,42
151669,20
151670,28
151671,4
151672,19
151673,15
151674,3
151675,6
151676,18
151677,5
151678,26
151679,30
151680,15
151681,17
151682,28
151683,16
151684,4
151685,29
151686,19
151687,18
151688,13
151689,12
151690,32
151691,10
151692,6
151693,8
151694,24
151695,12
151696,3
151697,7
151698,18
151699,24
151700,23
151701,29
151702,4
151703,16
151704,34
151705,7
151706,19
151707,12
151708,34
151709,1
151710,13
151711,10
151712,31
151713,27
151714,28
151715,32
151716,3
151717,20
151718,11
151719,12
151720,22
151721,1
151722,24
151723,6
151724,19
151725,40
151726,59
151727,7
151728,29
151729,10
151730,30
151731,26
151732,8
151733,28
151734,34
151735,8
151736,18
151737,36
151738,11
151739,7
151740,13
151741,24
151742,23
151743,29
151744,25
151745,32
151746,18
151747,48
151748,15
151749,11
151750,13
151751,21
151752,15
151753,4
151754,15
151755,5
151756,42
151757,29
151758,4
151759,15
151760,11
151761,40
151762,31
151763,13
151764,24
151765,2
151766,27
151767,9
151768,22
151769,13
151770,18
151771,8
151772,17
151773,4
151774,29
151775,31
151776,4
151777,20
151778,13
151779,36
151780,18
151781,11
151782,19
151783,2
151784,20
151785,22
151786,16
151787,23
151788,29
151789,15
151790,13
151791,5
151792,10
151793,13
151794,32
151795,6
151796,6
151797,5
151798,11
151799,42
151800,20
151801,23
151802,16
151803,16
151804,9
151805,5
151806,26
151807,4
151808,14
151809,5
151810,3
151811,10
151812,23
151813,17
151814,30
151815,25
151816,12
151817,33
151818,32
151819,32
151820,4
151821,9
151822,41
151823,7
151824,22
151825,10
151826,16
151827,7
151828,13
151829,12
151830,32
151831,8
151832,3
151833,6
151834,12
151835,10
151836,12
151837,22
151838,7
151839,19
151840,6
151841,36
151842,6
151843,24
151844,10
151845,7
151846,3
151847,12
151848,6
151849,39
151850,44
151851,10
151852,14
151853,26
151854,11
151855,28
151856,2
151857,9
151858,36
151859,5
151860,15
151861,33
151862,3
151863,28
151864,22
151865,23
151866,10
151867,20
151868,16
151869,35
151870,23
151871,14
151872,7
151873,9
151874,11
151875,11
151876,6
151877,20
151878,9
151879,35
151880,28
151881,12
151882,33
151883,12
151884,17
151885,47
151886,40
151887,25
151888,19
151889,24
151890,4
151891,14
151892,3
151893,10
151894,7
151895,10
151896,5
151897,31
151898,41
151899,27
151900,34
151901,8
151902,9
151903,24
151904,17
151905,15
151906,47
151907,21
151908,31
151909,26
151910,14
151911,21
151912,11
151913,34
151914,11
151915,42
151916,11
151917,42
151918,17
151919,10
151920,19
151921,7
151922,34
151923,15
151924,30
151925,8
151926,22
151927,9
151928,44
151929,6
151930,34
151931,23
151932,4
151933,4
151934,29
151935,19
151936,17
151937,44
151938,16
151939,4
151940,15
151941,6
151942,32
151943,19
151944,21
151945,17
151946,44
151947,11
151948,7
151949,7
151950,19
151951,8
151952,9
151953,30
151954,4
151955,2
151956,29
151957,4
151958,24
151959,27
151960,27
151961,6
151962,44
151963,5
151964,16
151965,4
151966,49
151967,11
151968,20
151969,21
151970,12
151971,14
151972,15
151973,4
151974,6
151975,26
151976,21
151977,9
151978,9
151979,14
151980,26
151981,5
151982,12
151983,35
151984,22
151985,10
151986,9
151987,36
151988,27
151989,32
151990,17
151991,11
151992,32
151993,10
151994,20
151995,23
151996,42
151997,22
151998,19
151999,10
152000,26
152001,0
152002,21
152003,11
152004,11
152005,21
152006,19
152007,4
152008,19
152009,8
152010,17
152011,37
152012,0
152013,13
152014,17
152015,10
152016,6
152017,15
152018,10
152019,10
152020,21
152021,28
152022,37
152023,7
152024,16
152025,15
152026,18
152027,22
152028,6
152029,21
152030,13
152031,26
152032,4
152033,10
152034,6
152035,10
152036,6
152037,16
152038,33
152039,11
152040,5
152041,27
152042,5
152043,1
152044,4
152045,4
152046,3
152047,3
152048,26
152049,13
152050,11
152051,19
152052,32
152053,19
152054,3
152055,2
152056,24
152057,4
152058,7
152059,28
152060,32
152061,29
152062,22
152063,11
152064,8
152065,36
152066,13
152067,15
152068,18
152069,29
152070,28
152071,19
152072,36
152073,21
152074,17
152075,24
152076,3
152077,15
152078,17
152079,23
152080,9
152081,36
152082,3
152083,30
152084,42
152085,42
152086,47
152087,21
152088,2
152089,6
152090,16
152091,14
152092,37
152093,16
152094,3
152095,25
152096,22
152097,17
152098,16
152099,24
152100,32
152101,7
152102,2
152103,31
152104,18
152105,20
152106,15
152107,26
152108,34
152109,36
152110,9
152111,19
152112,3
152113,22
152114,26
152115,6
152116,33
152117,20
152118,17
152119,8
152120,19
152121,8
152122,12
152123,2
152124,21
152125,6
152126,9
152127,13
152128,4
152129,13
152130,33
152131,25
152132,33
152133,7
152134,12
152135,23
152136,20
152137,32
152138,22
152139,28
152140,12
152141,11
152142,21
152143,40
152144,34
152145,22
152146,2
152147,6
152148,7
152149,14
152150,13
152151,19
152152,35
152153,7
152154,24
152155,26
152156,19
152157,18
152158,21
152159,31
152160,26
152161,21
152162,4
152163,21
152164,24
152165,12
152166,8
152167,43
152168,39
152169,10
152170,22
152171,13
152172,31
152173,9
152174,22
152175,3
152176,35
152177,32
152178,10
152179,26
152180,20
152181,32
152182,28
152183,16
152184,13
152185,1
152186,10
152187,10
152188,18
152189,34
152190,29
152191,6
152192,24
152193,13
152194,22
152195,5
152196,8
152197,29
152198,36
152199,36
152200,29
152201,0
152202,15
152203,11
152204,29
152205,15
152206,8
152207,3
152208,20
152209,27
152210,9
152211,8
152212,19
152213,9
152214,24
152215,7
152216,32
152217,34
152218,31
152219,9
152220,25
152221,13
152222,34
152223,11
152224,9
152225,18
152226,9
152227,23
152228,20
152229,18
152230,16
152231,8
152232,11
152233,14
152234,6
152235,7
152236,4
152237,5
152238,21
152239,16
152240,10
152241,9
152242,11
152243,22
152244,15
152245,24
152246,21
152247,35
152248,30
152249,7
152250,10
152251,16
152252,5
152253,34
152254,21
152255,6
152256,7
152257,23
152258,8
152259,25
152260,32
152261,10
152262,13
152263,37
152264,19
152265,40
152266,28
152267,14
152268,12
152269,9
152270,27
152271,23
152272,28
152273,35
152274,7
152275,14
152276,24
152277,6
152278,38
152279,16
152280,25
152281,21
152282,17
152283,23
152284,5
152285,31
152286,31
152287,13
152288,37
152289,6
152290,30
152291,33
152292,31
152293,27
152294,19
152295,16
152296,15
152297,6
152298,17
152299,19
152300,46
152301,28
152302,21
152303,14
152304,14
152305,16
152306,29
152307,24
152308,22
152309,27
152310,49
152311,34
152312,10
152313,10
152314,13
152315,9
152316,29
152317,15
152318,19
152319,19
152320,17
152321,14
152322,7
152323,26
152324,34
152325,3
152326,26
152327,22
152328,21
152329,4
152330,22
152331,26
152332,10
152333,15
152334,43
152335,4
152336,29
152337,33
152338,25
152339,32
152340,25
152341,15
152342,25
152343,12
152344,21
152345,7
152346,37
152347,33
152348,20
152349,9
152350,24
152351,5
152352,27
152353,5
152354,32
152355,6
152356,5
152357,33
152358,38
152359,10
152360,6
152361,25
152362,35
152363,9
152364,41
152365,16
152366,12
152367,14
152368,5
152369,17
152370,18
152371,10
152372,4
152373,43
152374,3
152375,30
152376,38
152377,17
152378,4
152379,29
152380,17
152381,13
152382,16
152383,9
152384,11
152385,11
152386,42
152387,11
152388,34
152389,4
152390,15
152391,20
152392,26
152393,17
152394,33
152395,14
152396,17
152397,12
152398,49
152399,13
152400,29
152401,23
152402,11
152403,0
152404,14
152405,25
152406,4
152407,20
152408,12
152409,32
152410,31
152411,28
152412,22
152413,13
152414,34
152415,23
152416,16
152417,12
152418,31
152419,6
152420,5
152421,11
152422,36
152423,5
152424,12
152425,13
152426,35
152427,3
152428,42
152429,9
152430,14
152431,10
152432,5
152433,12
152434,20
152435,9
152436,22
152437,16
152438,20
152439,4
152440,35
152441,13
152442,6
152443,3
152444,23
152445,28
152446,39
152447,13
152448,18
152449,18
152450,19
152451,29
152452,45
152453,40
152454,22
152455,18
152456,35
152457,14
152458,11
152459,35
152460,8
152461,21
152462,27
152463,22
152464,7
152465,40
152466,13
152467,14
152468,19
152469,17
152470,29
152471,25
152472,10
152473,5
152474,27
152475,24
152476,20
152477,24
152478,26
152479,3
152480,13
152481,57
152482,15
152483,6
152484,23
152485,39
152486,20
152487,10
152488,13
152489,10
152490,26
152491,2
152492,6
152493,12
152494,48
152495,35
152496,30
152497,10
152498,11
152499,40
152500,9
152501,24
152502,14
152503,22
152504,20
152505,13
152506,7
152507,19
152508,30
152509,37
152510,15
152511,8
152512,17
152513,27
152514,18
152515,13
152516,3
152517,14
152518,21
152519,36
152520,3
152521,33
152522,4
152523,2
152524,1
152525,29
152526,11
152527,28
152528,18
152529,6
152530,32
152531,17
152532,30
152533,7
152534,24
152535,31
152536,10
152537,15
152538,14
152539,23
152540,16
152541,3
152542,40
152543,9
152544,10
152545,24
152546,16
152547,41
152548,42
152549,20
152550,12
152551,34
152552,11
152553,19
152554,16
152555,28
152556,17
152557,23
152558,29
152559,19
152560,35
152561,14
152562,31
152563,14
152564,2
152565,26
152566,27
152567,21
152568,8
152569,22
152570,9
152571,37
152572,15
152573,3
152574,7
152575,3
152576,7
152577,22
152578,23
152579,7
152580,22
152581,25
152582,18
152583,16
152584,7
152585,48
152586,2
152587,7
152588,18
152589,16
152590,8
152591,21
152592,6
152593,12
152594,23
152595,29
152596,44
152597,26
152598,18
152599,7
152600,12
152601,13
152602,12
152603,9
152604,28
152605,30
152606,11
152607,2
152608,38
152609,20
152610,40
152611,40
152612,16
152613,6
152614,9
152615,17
152616,14
152617,17
152618,4
152619,33
152620,17
152621,14
152622,19
152623,11
152624,7
152625,18
152626,12
152627,9
152628,13
152629,10
152630,29
152631,29
152632,1
152633,42
152634,35
152635,12
152636,8
152637,17
152638,35
152639,2
152640,13
152641,21
152642,11
152643,6
152644,20
152645,21
152646,13
152647,24
152648,45
152649,30
152650,25
152651,22
152652,46
152653,40
152654,27
152655,30
152656,42
152657,14
152658,2
152659,14
152660,17
152661,30
152662,1
152663,6
152664,4
152665,5
152666,27
152667,35
152668,30
152669,38
152670,40
152671,26
152672,28
152673,2
152674,15
152675,19
152676,21
152677,6
152678,5
152679,37
152680,7
152681,12
152682,12
152683,33
152684,24
152685,12
152686,38
152687,18
152688,8
152689,22
152690,4
152691,10
152692,15
152693,5
152694,8
152695,10
152696,38
152697,35
152698,18
152699,19
152700,14
152701,11
152702,28
152703,16
152704,6
152705,46
152706,9
152707,7
152708,10
152709,15
152710,44
152711,25
152712,12
152713,13
152714,31
152715,7
152716,10
152717,11
152718,26
152719,10
152720,0
152721,39
152722,10
152723,16
152724,30
152725,33
152726,13
152727,22
152728,11
152729,8
152730,26
152731,14
152732,31
152733,18
152734,15
152735,6
152736,6
152737,12
152738,28
152739,16
152740,34
152741,10
152742,33
152743,12
152744,1
152745,26
152746,17
152747,16
152748,18
152749,16
152750,5
152751,6
152752,30
152753,14
152754,39
152755,7
152756,5
152757,24
152758,22
152759,9
152760,9
152761,20
152762,18
152763,4
152764,15
152765,8
152766,5
152767,15
152768,7
152769,7
152770,7
152771,6
152772,5
152773,11
152774,12
152775,7
152776,17
152777,8
152778,12
152779,10
152780,33
152781,11
152782,19
152783,36
152784,18
152785,16
152786,7
152787,7
152788,19
152789,19
152790,29
152791,26
152792,14
152793,33
152794,12
152795,16
152796,24
152797,29
152798,34
152799,9
152800,22
152801,2
152802,9
152803,35
152804,4
152805,5
152806,8
152807,36
152808,2
152809,26
152810,25
152811,6
152812,35
152813,20
152814,13
152815,3
152816,8
152817,25
152818,3
152819,40
152820,35
152821,30
152822,30
152823,6
152824,15
152825,9
152826,35
152827,14
152828,16
152829,33
152830,10
152831,3
152832,3
152833,9
152834,10
152835,6
152836,35
152837,13
152838,25
152839,2
152840,2
152841,7
152842,10
152843,49
152844,41
152845,33
152846,15
152847,9
152848,49
152849,22
152850,0
152851,10
152852,31
152853,12
152854,25
152855,43
152856,7
152857,7
152858,23
152859,14
152860,10
152861,15
152862,21
152863,23
152864,19
152865,11
152866,17
152867,29
152868,8
152869,31
152870,5
152871,3
152872,29
152873,7
152874,31
152875,11
152876,16
152877,52
152878,2
152879,21
152880,12
152881,18
152882,7
152883,14
152884,16
152885,14
152886,56
152887,15
152888,7
152889,3
152890,39
152891,17
152892,8
152893,6
152894,20
152895,40
152896,15
152897,34
152898,24
152899,15
152900,15
152901,19
152902,1
152903,36
152904,8
152905,6
152906,18
152907,25
152908,15
152909,6
152910,3
152911,20
152912,43
152913,11
152914,29
152915,30
152916,7
152917,22
152918,28
152919,5
152920,3
152921,16
152922,16
152923,15
152924,21
152925,6
152926,17
152927,31
152928,11
152929,20
152930,15
152931,8
152932,22
152933,45
152934,29
152935,22
152936,23
152937,16
152938,26
152939,12
152940,37
152941,27
152942,5
152943,15
152944,26
152945,9
152946,16
152947,24
152948,15
152949,26
152950,3
152951,13
152952,16
152953,10
152954,48
152955,11
152956,24
152957,8
152958,19
152959,5
152960,4
152961,31
152962,9
152963,23
152964,4
152965,8
152966,9
152967,3
152968,20
152969,34
152970,12
152971,1
152972,28
152973,18
152974,24
152975,18
152976,11
152977,2
152978,16
152979,39
152980,35
152981,3
152982,14
152983,32
152984,9
152985,2
152986,30
152987,13
152988,6
152989,14
152990,5
152991,15
152992,44
152993,6
152994,30
152995,29
152996,14
152997,6
152998,20
152999,10
153000,10
153001,51
153002,27
153003,18
153004,18
153005,3
153006,19
153007,13
153008,15
153009,36
153010,27
153011,24
153012,4
153013,34
153014,9
153015,19
153016,32
153017,36
153018,11
153019,11
153020,2
153021,15
153022,7
153023,26
153024,42
153025,42
153026,12
153027,16
153028,6
153029,26
153030,33
153031,8
153032,9
153033,22
153034,3
153035,21
153036,26
153037,16
153038,33
153039,16
153040,21
153041,18
153042,31
153043,14
153044,20
153045,11
153046,13
153047,10
153048,9
153049,9
153050,39
153051,5
153052,10
153053,26
153054,11
153055,10
153056,9
153057,14
153058,25
153059,30
153060,8
153061,4
153062,7
153063,13
153064,27
153065,16
153066,20
153067,20
153068,3
153069,32
153070,10
153071,22
153072,13
153073,16
153074,5
153075,11
153076,17
153077,5
153078,5
153079,8
153080,35
153081,14
153082,30
153083,4
153084,6
153085,15
153086,19
153087,12
153088,0
153089,12
153090,21
153091,5
153092,17
153093,37
153094,23
153095,14
153096,25
153097,9
153098,20
153099,26
153100,19
153101,25
153102,24
153103,34
153104,11
153105,21
153106,23
153107,39
153108,24
153109,15
153110,11
153111,28
153112,34
153113,6
153114,6
153115,14
153116,33
153117,26
153118,14
153119,23
153120,14
153121,36
153122,34
153123,8
153124,4
153125,12
153126,19
153127,8
153128,38
153129,7
153130,29
153131,29
153132,2
153133,39
153134,31
153135,41
153136,39
153137,36
153138,18
153139,19
153140,18
153141,34
153142,0
153143,25
153144,8
153145,14
153146,0
153147,7
153148,13
153149,17
153150,34
153151,17
153152,20
153153,49
153154,9
153155,13
153156,2
153157,23
153158,10
153159,11
153160,9
153161,42
153162,38
153163,9
153164,15
153165,17
153166,23
153167,7
153168,32
153169,16
153170,9
153171,40
153172,10
153173,9
153174,18
153175,8
153176,12
153177,10
153178,10
153179,7
153180,29
153181,49
153182,43
153183,19
153184,22
153185,27
153186,7
153187,17
153188,11
153189,37
153190,15
153191,40
153192,18
153193,14
153194,24
153195,8
153196,4
153197,7
153198,11
153199,31
153200,26
153201,12
153202,2
153203,27
153204,21
153205,42
153206,9
153207,5
153208,27
153209,16
153210,14
153211,35
153212,39
153213,27
153214,9
153215,30
153216,32
153217,7
153218,19
153219,44
153220,48
153221,24
153222,33
153223,9
153224,43
153225,21
153226,15
153227,8
153228,4
153229,26
153230,37
153231,27
153232,10
153233,11
153234,14
153235,29
153236,31
153237,40
153238,5
153239,10
153240,6
153241,28
153242,3
153243,41
153244,34
153245,27
153246,12
153247,17
153248,34
153249,38
153250,16
153251,7
153252,29
153253,16
153254,15
153255,29
153256,3
153257,43
153258,30
153259,6
153260,14
153261,12
153262,1
153263,33
153264,13
153265,1
153266,24
153267,23
153268,47
153269,22
153270,9
153271,39
153272,16
153273,11
153274,5
153275,29
153276,34
153277,23
153278,9
153279,30
153280,35
153281,31
153282,15
153283,9
153284,6
153285,21
153286,29
153287,39
153288,4
153289,15
153290,21
153291,18
153292,25
153293,26
153294,28
153295,17
153296,11
153297,8
153298,23
153299,38
153300,8
153301,27
153302,8
153303,9
153304,9
153305,17
153306,37
153307,19
153308,20
153309,45
153310,26
153311,32
153312,16
153313,25
153314,26
153315,6
153316,5
153317,17
153318,11
153319,12
153320,27
153321,15
153322,9
153323,22
153324,31
153325,24
153326,28
153327,14
153328,16
153329,27
153330,9
153331,24
153332,9
153333,41
153334,38
153335,40
153336,6
153337,25
153338,10
153339,10
153340,26
153341,1
153342,23
153343,11
153344,16
153345,28
153346,31
153347,15
153348,30
153349,12
153350,3
153351,29
153352,16
153353,9
153354,16
153355,5
153356,14
153357,45
153358,31
153359,5
153360,11
153361,20
153362,4
153363,19
153364,9
153365,14
153366,22
153367,7
153368,25
153369,10
153370,13
153371,8
153372,4
153373,24
153374,1
153375,10
153376,18
153377,27
153378,14
153379,7
153380,10
153381,26
153382,19
153383,0
153384,6
153385,19
153386,7
153387,12
153388,9
153389,10
153390,1
153391,14
153392,15
153393,9
153394,15
153395,29
153396,20
153397,34
153398,54
153399,12
153400,35
153401,38
153402,10
153403,16
153404,13
153405,20
153406,20
153407,37
153408,16
153409,13
153410,6
153411,24
153412,11
153413,17
153414,21
153415,6
153416,6
153417,20
153418,20
153419,22
153420,7
153421,30
153422,4
153423,9
153424,17
153425,10
153426,20
153427,9
153428,17
153429,33
153430,16
153431,22
153432,9
153433,16
153434,7
153435,13
153436,11
153437,29
153438,21
153439,2
153440,12
153441,6
153442,11
153443,4
153444,30
153445,15
153446,3
153447,18
153448,14
153449,8
153450,16
153451,4
153452,21
153453,32
153454,26
153455,12
153456,36
153457,15
153458,7
153459,21
153460,25
153461,8
153462,28
153463,22
153464,10
153465,15
153466,6
153467,7
153468,16
153469,20
153470,20
153471,2
153472,21
153473,13
153474,43
153475,17
153476,41
153477,12
153478,21
153479,9
153480,23
153481,11
153482,40
153483,29
153484,19
153485,6
153486,17
153487,11
153488,25
153489,8
153490,17
153491,36
153492,3
153493,15
153494,22
153495,15
153496,34
153497,19
153498,17
153499,6
153500,21
153501,6
153502,42
153503,16
153504,4
153505,8
153506,20
153507,10
153508,15
153509,23
153510,44
153511,15
153512,31
153513,7
153514,4
153515,22
153516,7
153517,34
153518,5
153519,19
153520,23
153521,19
153522,19
153523,14
153524,22
153525,37
153526,11
153527,25
153528,34
153529,42
153530,10
153531,25
153532,8
153533,5
153534,26
153535,28
153536,8
153537,19
153538,29
153539,13
153540,15
153541,24
153542,40
153543,12
153544,30
153545,6
153546,24
153547,34
153548,9
153549,8
153550,26
153551,10
153552,22
153553,43
153554,28
153555,16
153556,23
153557,18
153558,7
153559,17
153560,35
153561,33
153562,17
153563,31
153564,9
153565,13
153566,7
153567,10
153568,8
153569,9
153570,36
153571,23
153572,23
153573,55
153574,12
153575,5
153576,26
153577,5
153578,14
153579,34
153580,20
153581,5
153582,33
153583,23
153584,15
153585,10
153586,11
153587,17
153588,42
153589,7
153590,10
153591,15
153592,3
153593,20
153594,5
153595,26
153596,16
153597,23
153598,31
153599,19
153600,30
153601,33
153602,34
153603,7
153604,22
153605,34
153606,9
153607,6
153608,38
153609,2
153610,34
153611,10
153612,15
153613,10
153614,25
153615,11
153616,44
153617,16
153618,23
153619,9
153620,16
153621,21
153622,14
153623,18
153624,20
153625,31
153626,15
153627,4
153628,38
153629,36
153630,9
153631,15
153632,4
153633,3
153634,2
153635,0
153636,13
153637,21
153638,6
153639,11
153640,5
153641,8
153642,4
153643,38
153644,29
153645,32
153646,13
153647,8
153648,26
153649,20
153650,3
153651,12
153652,14
153653,48
153654,26
153655,16
153656,14
153657,45
153658,16
153659,10
153660,34
153661,4
153662,5
153663,13
153664,25
153665,35
153666,26
153667,11
153668,24
153669,21
153670,17
153671,9
153672,7
153673,11
153674,21
153675,25
153676,20
153677,2
153678,12
153679,18
153680,30
153681,5
153682,15
153683,20
153684,27
153685,38
153686,24
153687,9
153688,21
153689,3
153690,21
153691,36
153692,22
153693,15
153694,20
153695,11
153696,9
153697,10
153698,15
153699,12
153700,28
153701,41
153702,12
153703,6
153704,4
153705,12
153706,12
153707,9
153708,3
153709,7
153710,11
153711,9
153712,3
153713,4
153714,42
153715,20
153716,13
153717,24
153718,44
153719,19
153720,6
153721,0
153722,14
153723,3
153724,15
153725,24
153726,13
153727,15
153728,12
153729,17
153730,11
153731,24
153732,7
153733,10
153734,38
153735,37
153736,5
153737,12
153738,17
153739,11
153740,22
153741,12
153742,14
153743,11
153744,25
153745,23
153746,23
153747,14
153748,14
153749,5
153750,29
153751,12
153752,33
153753,13
153754,11
153755,14
153756,24
153757,8
153758,28
153759,34
153760,25
153761,26
153762,43
153763,24
153764,49
153765,5
153766,38
153767,10
153768,21
153769,10
153770,14
153771,6
153772,23
153773,27
153774,8
153775,15
153776,30
153777,30
153778,12
153779,22
153780,32
153781,22
153782,10
153783,39
153784,15
153785,4
153786,42
153787,21
153788,4
153789,42
153790,5
153791,24
153792,10
153793,23
153794,17
153795,44
153796,26
153797,13
153798,11
153799,32
153800,17
153801,16
153802,1
153803,14
153804,9
153805,22
153806,3
153807,8
153808,11
153809,16
153810,35
153811,47
153812,19
153813,9
153814,23
153815,4
153816,54
153817,20
153818,21
153819,31
153820,14
153821,33
153822,22
153823,43
153824,5
153825,38
153826,25
153827,32
153828,16
153829,46
153830,7
153831,9
153832,21
153833,11
153834,15
153835,13
153836,7
153837,13
153838,6
153839,21
153840,17
153841,34
153842,16
153843,15
153844,3
153845,17
153846,13
153847,26
153848,11
153849,19
153850,32
153851,9
153852,17
153853,5
153854,33
153855,14
153856,4
153857,35
153858,28
153859,13
153860,23
153861,17
153862,39
153863,26
153864,25
153865,21
153866,38
153867,10
153868,3
153869,32
153870,37
153871,20
153872,9
153873,6
153874,26
153875,7
153876,43
153877,28
153878,15
153879,28
153880,14
153881,12
153882,9
153883,2
153884,14
153885,44
153886,2
153887,14
153888,21
153889,18
153890,27
153891,26
153892,39
153893,41
153894,34
153895,19
153896,27
153897,18
153898,38
153899,26
153900,3
153901,18
153902,17
153903,31
153904,10
153905,43
153906,11
153907,17
153908,20
153909,33
153910,14
153911,47
153912,15
153913,35
153914,35
153915,25
153916,24
153917,12
153918,19
153919,11
153920,25
153921,17
153922,23
153923,3
153924,12
153925,4
153926,5
153927,14
153928,20
153929,32
153930,4
153931,16
153932,38
153933,33
153934,24
153935,34
153936,35
153937,13
153938,4
153939,13
153940,12
153941,18
153942,24
153943,18
153944,23
153945,24
153946,11
153947,31
153948,31
153949,16
153950,31
153951,12
153952,15
153953,39
153954,44
153955,20
153956,8
153957,19
153958,26
153959,4
153960,16
153961,11
153962,21
153963,15
153964,20
153965,17
153966,41
153967,10
153968,2
153969,24
153970,4
153971,8
153972,9
153973,7
153974,16
153975,44
153976,11
153977,25
153978,41
153979,28
153980,30
153981,4
153982,1
153983,13
153984,6
153985,30
153986,11
153987,7
153988,18
153989,29
153990,16
153991,8
153992,14
153993,16
153994,14
153995,31
153996,26
153997,10
153998,17
153999,17
154000,10
154001,27
154002,17
154003,33
154004,1
154005,4
154006,11
154007,15
154008,35
154009,30
154010,16
154011,36
154012,18
154013,36
154014,36
154015,12
154016,10
154017,31
154018,15
154019,2
154020,39
154021,19
154022,45
154023,23
154024,14
154025,21
154026,22
154027,11
154028,36
154029,7
154030,23
154031,11
154032,19
154033,20
154034,5
154035,24
154036,7
154037,47
154038,14
154039,36
154040,6
154041,13
154042,43
154043,33
154044,12
154045,13
154046,24
154047,11
154048,10
154049,11
154050,6
154051,29
154052,11
154053,25
154054,37
154055,31
154056,6
154057,42
154058,14
154059,35
154060,10
154061,39
154062,8
154063,2
154064,19
154065,12
154066,8
154067,41
154068,42
154069,22
154070,12
154071,21
154072,28
154073,38
154074,5
154075,30
154076,37
154077,9
154078,3
154079,27
154080,30
154081,31
154082,7
154083,35
154084,40
154085,25
154086,19
154087,19
154088,8
154089,4
154090,9
154091,16
154092,20
154093,8
154094,23
154095,29
154096,5
154097,36
154098,33
154099,15
154100,4
154101,16
154102,38
154103,19
154104,19
154105,22
154106,5
154107,5
154108,19
154109,16
154110,36
154111,15
154112,15
154113,32
154114,1
154115,11
154116,10
154117,25
154118,31
154119,7
154120,19
154121,9
154122,6
154123,36
154124,30
154125,10
154126,7
154127,23
154128,33
154129,7
154130,33
154131,16
154132,18
154133,20
154134,10
154135,36
154136,35
154137,5
154138,15
154139,16
154140,34
154141,15
154142,25
154143,18
154144,34
154145,5
154146,4
154147,2
154148,40
154149,17
154150,27
154151,26
154152,6
154153,20
154154,17
154155,27
154156,17
154157,32
154158,4
154159,2
154160,33
154161,13
154162,20
154163,8
154164,31
154165,4
154166,27
154167,39
154168,21
154169,14
154170,19
154171,10
154172,13
154173,50
154174,12
154175,7
154176,11
154177,18
154178,11
154179,5
154180,28
154181,15
154182,39
154183,8
154184,13
154185,16
154186,13
154187,17
154188,10
154189,7
154190,15
154191,11
154192,18
154193,17
154194,8
154195,25
154196,23
154197,2
154198,7
154199,17
154200,9
154201,26
154202,4
154203,13
154204,14
154205,22
154206,19
154207,20
154208,14
154209,24
154210,16
154211,22
154212,30
154213,15
154214,5
154215,23
154216,14
154217,40
154218,12
154219,12
154220,19
154221,17
154222,18
154223,16
154224,22
154225,37
154226,13
154227,23
154228,14
154229,30
154230,37
154231,24
154232,14
154233,41
154234,42
154235,7
154236,38
154237,26
154238,7
154239,3
154240,14
154241,27
154242,24
154243,3
154244,31
154245,38
154246,11
154247,7
154248,42
154249,22
154250,29
154251,3
154252,23
154253,8
154254,34
154255,40
154256,2
154257,5
154258,3
154259,16
154260,5
154261,26
154262,14
154263,32
154264,17
154265,13
154266,16
154267,17
154268,24
154269,12
154270,7
154271,10
154272,45
154273,39
154274,13
154275,16
154276,23
154277,22
154278,4
154279,30
154280,24
154281,25
154282,25
154283,47
154284,14
154285,10
154286,13
154287,21
154288,3
154289,4
154290,42
154291,39
154292,9
154293,6
154294,29
154295,5
154296,29
154297,17
154298,10
154299,29
154300,1
154301,20
154302,22
154303,55
154304,29
154305,7
154306,11
154307,6
154308,40
154309,24
154310,28
154311,9
154312,16
154313,9
154314,32
154315,14
154316,6
154317,2
154318,12
154319,41
154320,5
154321,32
154322,35
154323,35
154324,15
154325,25
154326,38
154327,30
154328,10
154329,37
154330,38
154331,33
154332,27
154333,4
154334,6
154335,3
154336,13
154337,15
154338,23
154339,12
154340,15
154341,14
154342,13
154343,14
154344,19
154345,6
154346,15
154347,18
154348,20
154349,1
154350,10
154351,25
154352,9
154353,5
154354,9
154355,12
154356,16
154357,27
154358,18
154359,13
154360,11
154361,25
154362,18
154363,5
154364,35
154365,10
154366,15
154367,2
154368,23
154369,21
154370,16
154371,9
154372,2
154373,22
154374,19
154375,2
154376,25
154377,30
154378,8
154379,2
154380,16
154381,28
154382,7
154383,18
154384,13
154385,5
154386,10
154387,5
154388,16
154389,26
154390,11
154391,13
154392,6
154393,40
154394,20
154395,6
154396,13
